pair_id,shot_A_id,shot_A_view,shot_B_id,shot_B_view,label,pair_type,shot_A_vq,shot_B_vq,shot_A_start,shot_A_end,shot_B_start,shot_B_end,shared_ids
295,25,view1,26,view2,1,positive_cross_view,0.8287,0.6694,3750,3899,3900,3914,34;39
296,25,view1,26,view3,1,positive_cross_view,0.8287,0.5559,3750,3899,3900,3913,34;39
297,25,view2,25,view3,1,positive_cross_view,0.7472,0.7864,3750,3899,3750,3899,39
298,25,view2,26,view1,1,positive_cross_view,0.7472,0.6032,3750,3899,3900,3911,34;40
299,25,view2,26,view2,1,positive_intra_view,0.7472,0.6694,3750,3899,3900,3914,34;39;40
300,25,view2,26,view3,1,positive_cross_view,0.7472,0.5559,3750,3899,3900,3913,34;39;40
301,25,view3,26,view2,1,positive_cross_view,0.7864,0.6694,3750,3899,3900,3914,39;79
302,25,view3,26,view3,1,positive_intra_view,0.7864,0.5559,3750,3899,3900,3913,39;72
303,26,view1,26,view2,1,positive_cross_view,0.6032,0.6694,3900,3911,3900,3914,34;40
304,26,view1,26,view3,1,positive_cross_view,0.6032,0.5559,3900,3911,3900,3913,34;40
305,26,view2,26,view3,1,positive_cross_view,0.6694,0.5559,3900,3914,3900,3913,34;39;40
306,12,view2,14,view3,0,hard_negative,0.5936,0.7698,1800,1949,2100,2249,
307,1,view3,2,view1,0,hard_negative,0.7626,0.8409,150,299,300,449,
308,21,view3,22,view2,0,hard_negative,0.6118,0.6362,3150,3299,3300,3449,
309,2,view1,2,view3,0,hard_negative,0.8409,0.8268,300,449,300,449,
310,11,view3,12,view2,0,hard_negative,0.8062,0.5936,1650,1799,1800,1949,
311,9,view3,11,view1,0,hard_negative,0.7976,0.7575,1350,1499,1650,1799,
312,6,view2,6,view3,0,hard_negative,0.7621,0.8006,900,1049,900,1049,
313,1,view3,3,view1,0,hard_negative,0.7626,0.8484,150,299,450,599,
314,18,view3,19,view2,0,hard_negative,0.8677,0.7489,2700,2849,2850,2999,
315,11,view3,13,view1,0,hard_negative,0.8062,0.8576,1650,1799,1950,2099,
316,12,view3,14,view1,0,hard_negative,0.8428,0.8209,1800,1949,2100,2249,
317,22,view3,24,view2,0,hard_negative,0.8185,0.7346,3300,3449,3600,3749,
318,24,view3,25,view2,0,hard_negative,0.733,0.7472,3600,3749,3750,3899,
319,16,view2,18,view3,0,hard_negative,0.7606,0.8677,2400,2549,2700,2849,
320,2,view2,4,view3,0,hard_negative,0.7583,0.6926,300,449,600,749,
321,10,view3,11,view2,0,hard_negative,0.8489,0.7331,1500,1649,1650,1799,
322,7,view2,9,view1,0,hard_negative,0.7322,0.8182,1050,1199,1350,1499,
323,0,view3,2,view1,0,hard_negative,0.0,0.8409,0,149,300,449,
324,8,view3,10,view1,0,hard_negative,0.7659,0.8244,1200,1349,1500,1649,
325,25,view3,26,view1,0,hard_negative,0.7864,0.6032,3750,3899,3900,3911,
326,14,view1,16,view3,0,hard_negative,0.8209,0.8117,2100,2249,2400,2549,
327,21,view2,23,view3,0,hard_negative,0.7228,0.7661,3150,3299,3450,3599,
328,6,view3,7,view1,0,hard_negative,0.8006,0.7881,900,1049,1050,1199,
329,6,view1,6,view3,0,hard_negative,0.7691,0.8006,900,1049,900,1049,
330,5,view3,7,view1,0,hard_negative,0.7178,0.7881,750,899,1050,1199,
331,6,view3,8,view1,0,hard_negative,0.8006,0.8191,900,1049,1200,1349,
332,15,view1,16,view3,0,hard_negative,0.7975,0.8117,2250,2399,2400,2549,
333,18,view2,19,view3,0,hard_negative,0.7693,0.8159,2700,2849,2850,2999,
334,10,view3,12,view1,0,hard_negative,0.8489,0.7458,1500,1649,1800,1949,
335,5,view3,6,view1,0,hard_negative,0.7178,0.7691,750,899,900,1049,
336,19,view3,21,view2,0,hard_negative,0.8159,0.7228,2850,2999,3150,3299,
337,0,view2,1,view1,0,hard_negative,0.2656,0.2982,0,149,150,299,
338,19,view1,19,view3,0,hard_negative,0.7512,0.8159,2850,2999,2850,2999,
339,3,view2,4,view3,0,hard_negative,0.8068,0.6926,450,599,600,749,
340,18,view3,20,view1,0,hard_negative,0.8677,0.8247,2700,2849,3000,3149,
341,12,view3,14,view2,0,hard_negative,0.8428,0.7942,1800,1949,2100,2249,
342,1,view1,2,view3,0,hard_negative,0.2982,0.8268,150,299,300,449,
343,19,view1,21,view3,0,hard_negative,0.7512,0.6118,2850,2999,3150,3299,
344,19,view2,21,view3,0,hard_negative,0.7489,0.6118,2850,2999,3150,3299,
345,22,view2,23,view3,0,hard_negative,0.6362,0.7661,3300,3449,3450,3599,
346,0,view1,2,view3,0,hard_negative,0.0,0.8268,0,149,300,449,
347,0,view1,2,view2,0,hard_negative,0.0,0.7583,0,149,300,449,
348,11,view3,13,view2,0,hard_negative,0.8062,0.6878,1650,1799,1950,2099,
349,2,view2,2,view3,0,hard_negative,0.7583,0.8268,300,449,300,449,
350,0,view3,1,view1,0,hard_negative,0.0,0.2982,0,149,150,299,
351,4,view1,5,view3,0,hard_negative,0.7918,0.7178,600,749,750,899,
352,19,view2,19,view3,0,hard_negative,0.7489,0.8159,2850,2999,2850,2999,
353,22,view2,24,view3,0,hard_negative,0.6362,0.733,3300,3449,3600,3749,
354,23,view2,23,view3,0,hard_negative,0.7618,0.7661,3450,3599,3450,3599,
355,14,view2,16,view1,0,hard_negative,0.7942,0.7873,2100,2249,2400,2549,
356,14,view1,14,view2,0,hard_negative,0.8209,0.7942,2100,2249,2100,2249,
357,3,view1,5,view2,0,hard_negative,0.8484,0.761,450,599,750,899,
358,1,view1,3,view3,0,hard_negative,0.2982,0.6365,150,299,450,599,
359,24,view3,26,view2,0,hard_negative,0.733,0.6694,3600,3749,3900,3914,
360,15,view1,17,view3,0,hard_negative,0.7975,0.8743,2250,2399,2550,2699,
361,23,view3,24,view2,0,hard_negative,0.7661,0.7346,3450,3599,3600,3749,
362,0,view1,0,view3,0,hard_negative,0.0,0.0,0,149,0,149,
363,20,view3,22,view1,0,hard_negative,0.6432,0.6927,3000,3149,3300,3449,
364,7,view3,9,view1,0,hard_negative,0.6215,0.8182,1050,1199,1350,1499,
365,0,view2,1,view3,0,hard_negative,0.2656,0.7626,0,149,150,299,
366,4,view1,6,view3,0,hard_negative,0.7918,0.8006,600,749,900,1049,
367,13,view2,15,view3,0,hard_negative,0.6878,0.6402,1950,2099,2250,2399,
368,6,view3,7,view2,0,hard_negative,0.8006,0.7322,900,1049,1050,1199,
369,15,view3,16,view1,0,hard_negative,0.6402,0.7873,2250,2399,2400,2549,
370,15,view3,17,view1,0,hard_negative,0.6402,0.8204,2250,2399,2550,2699,
371,4,view2,6,view3,0,hard_negative,0.6696,0.8006,600,749,900,1049,
372,14,view2,15,view1,0,hard_negative,0.7942,0.7975,2100,2249,2250,2399,
373,21,view2,21,view3,0,hard_negative,0.7228,0.6118,3150,3299,3150,3299,
374,21,view3,22,view1,0,hard_negative,0.6118,0.6927,3150,3299,3300,3449,
375,3,view2,5,view3,0,hard_negative,0.8068,0.7178,450,599,750,899,
376,6,view1,7,view3,0,hard_negative,0.7691,0.6215,900,1049,1050,1199,
377,20,view1,21,view3,0,hard_negative,0.8247,0.6118,3000,3149,3150,3299,
378,10,view3,11,view1,0,hard_negative,0.8489,0.7575,1500,1649,1650,1799,
379,24,view2,24,view3,0,hard_negative,0.7346,0.733,3600,3749,3600,3749,
380,0,view1,0,view2,0,hard_negative,0.0,0.2656,0,149,0,149,
381,18,view1,19,view3,0,hard_negative,0.7305,0.8159,2700,2849,2850,2999,
382,10,view3,12,view2,0,hard_negative,0.8489,0.5936,1500,1649,1800,1949,
383,1,view2,2,view1,0,hard_negative,0.7998,0.8409,150,299,300,449,
384,4,view3,5,view1,0,hard_negative,0.6926,0.7778,600,749,750,899,
385,22,view3,24,view1,0,hard_negative,0.8185,0.7548,3300,3449,3600,3749,
386,17,view1,19,view3,0,hard_negative,0.8204,0.8159,2550,2699,2850,2999,
387,23,view1,25,view2,0,hard_negative,0.8504,0.7472,3450,3599,3750,3899,
388,1,view2,3,view3,0,hard_negative,0.7998,0.6365,150,299,450,599,
389,18,view1,20,view3,0,hard_negative,0.7305,0.6432,2700,2849,3000,3149,
390,3,view1,3,view3,0,hard_negative,0.8484,0.6365,450,599,450,599,
391,14,view3,16,view1,0,hard_negative,0.7698,0.7873,2100,2249,2400,2549,
392,5,view2,6,view3,0,hard_negative,0.761,0.8006,750,899,900,1049,
393,0,view2,2,view1,0,hard_negative,0.2656,0.8409,0,149,300,449,
394,17,view2,18,view3,0,hard_negative,0.697,0.8677,2550,2699,2700,2849,
395,21,view2,22,view3,0,hard_negative,0.7228,0.8185,3150,3299,3300,3449,
396,1,view2,3,view1,0,hard_negative,0.7998,0.8484,150,299,450,599,
397,1,view2,2,view3,0,hard_negative,0.7998,0.8268,150,299,300,449,
398,19,view1,20,view3,0,hard_negative,0.7512,0.6432,2850,2999,3000,3149,
399,2,view3,3,view1,0,hard_negative,0.8268,0.8484,300,449,450,599,
400,8,view3,9,view1,0,hard_negative,0.7659,0.8182,1200,1349,1350,1499,
401,0,view2,0,view3,0,hard_negative,0.2656,0.0,0,149,0,149,
402,21,view1,21,view3,0,hard_negative,0.8314,0.6118,3150,3299,3150,3299,
403,5,view1,7,view3,0,hard_negative,0.7778,0.6215,750,899,1050,1199,
404,20,view2,22,view3,0,hard_negative,0.741,0.8185,3000,3149,3300,3449,
405,17,view2,19,view3,0,hard_negative,0.697,0.8159,2550,2699,2850,2999,
406,6,view3,8,view2,0,hard_negative,0.8006,0.751,900,1049,1200,1349,
407,22,view2,22,view3,0,hard_negative,0.6362,0.8185,3300,3449,3300,3449,
408,0,view3,2,view2,0,hard_negative,0.0,0.7583,0,149,300,449,
409,3,view1,5,view3,0,hard_negative,0.8484,0.7178,450,599,750,899,
410,6,view1,8,view3,0,hard_negative,0.7691,0.7659,900,1049,1200,1349,
411,0,view1,1,view3,0,hard_negative,0.0,0.7626,0,149,150,299,
412,0,view1,1,view2,0,hard_negative,0.0,0.7998,0,149,150,299,
413,22,view2,24,view1,0,hard_negative,0.6362,0.7548,3300,3449,3600,3749,
414,2,view2,3,view3,0,hard_negative,0.7583,0.6365,300,449,450,599,
415,11,view2,11,view3,0,hard_negative,0.7331,0.8062,1650,1799,1650,1799,
416,20,view2,21,view3,0,hard_negative,0.741,0.6118,3000,3149,3150,3299,
417,12,view3,13,view1,0,hard_negative,0.8428,0.8576,1800,1949,1950,2099,
418,2,view1,3,view3,0,hard_negative,0.8409,0.6365,300,449,450,599,
419,23,view3,25,view2,0,hard_negative,0.7661,0.7472,3450,3599,3750,3899,
420,0,view3,1,view2,0,hard_negative,0.0,0.7998,0,149,150,299,
421,4,view3,6,view1,0,hard_negative,0.6926,0.7691,600,749,900,1049,
422,23,view2,24,view3,0,hard_negative,0.7618,0.733,3450,3599,3600,3749,
423,0,view2,2,view3,0,hard_negative,0.2656,0.8268,0,149,300,449,
424,11,view1,11,view3,0,hard_negative,0.7575,0.8062,1650,1799,1650,1799,
425,6,view1,14,view3,0,easy_negative,0.7691,0.7698,900,1049,2100,2249,
426,17,view2,26,view3,0,easy_negative,0.697,0.5559,2550,2699,3900,3913,
427,22,view3,26,view2,0,easy_negative,0.8185,0.6694,3300,3449,3900,3914,
428,4,view2,20,view1,0,easy_negative,0.6696,0.8247,600,749,3000,3149,
429,5,view2,12,view3,0,easy_negative,0.761,0.8428,750,899,1800,1949,
430,1,view2,10,view2,0,easy_negative,0.7998,0.6955,150,299,1500,1649,
431,1,view2,12,view1,0,easy_negative,0.7998,0.7458,150,299,1800,1949,
432,7,view1,18,view1,0,easy_negative,0.7881,0.7305,1050,1199,2700,2849,
433,3,view1,20,view1,0,easy_negative,0.8484,0.8247,450,599,3000,3149,
434,5,view3,10,view2,0,easy_negative,0.7178,0.6955,750,899,1500,1649,
435,1,view1,6,view3,0,easy_negative,0.2982,0.8006,150,299,900,1049,
436,2,view2,7,view2,0,easy_negative,0.7583,0.7322,300,449,1050,1199,
437,5,view1,22,view3,0,easy_negative,0.7778,0.8185,750,899,3300,3449,
438,16,view1,25,view1,0,easy_negative,0.7873,0.8287,2400,2549,3750,3899,
439,4,view2,15,view3,0,easy_negative,0.6696,0.6402,600,749,2250,2399,
440,7,view2,15,view2,0,easy_negative,0.7322,0.6743,1050,1199,2250,2399,
441,11,view1,14,view2,0,easy_negative,0.7575,0.7942,1650,1799,2100,2249,
442,11,view2,20,view2,0,easy_negative,0.7331,0.741,1650,1799,3000,3149,
443,10,view3,14,view2,0,easy_negative,0.8489,0.7942,1500,1649,2100,2249,
444,3,view2,11,view1,0,easy_negative,0.8068,0.7575,450,599,1650,1799,
445,0,view2,5,view2,0,easy_negative,0.2656,0.761,0,149,750,899,
446,3,view2,24,view1,0,easy_negative,0.8068,0.7548,450,599,3600,3749,
447,13,view3,21,view1,0,easy_negative,0.7862,0.8314,1950,2099,3150,3299,
448,2,view1,15,view1,0,easy_negative,0.8409,0.7975,300,449,2250,2399,
449,18,view1,23,view3,0,easy_negative,0.7305,0.7661,2700,2849,3450,3599,
450,13,view1,16,view1,0,easy_negative,0.8576,0.7873,1950,2099,2400,2549,
451,15,view2,26,view1,0,easy_negative,0.6743,0.6032,2250,2399,3900,3911,
452,1,view2,7,view3,0,easy_negative,0.7998,0.6215,150,299,1050,1199,
453,12,view2,22,view2,0,easy_negative,0.5936,0.6362,1800,1949,3300,3449,
454,2,view1,20,view2,0,easy_negative,0.8409,0.741,300,449,3000,3149,
455,7,view1,12,view3,0,easy_negative,0.7881,0.8428,1050,1199,1800,1949,
456,3,view2,23,view2,0,easy_negative,0.8068,0.7618,450,599,3450,3599,
457,5,view1,18,view3,0,easy_negative,0.7778,0.8677,750,899,2700,2849,
458,2,view2,24,view2,0,easy_negative,0.7583,0.7346,300,449,3600,3749,
459,12,view1,18,view3,0,easy_negative,0.7458,0.8677,1800,1949,2700,2849,
460,17,view1,26,view2,0,easy_negative,0.8204,0.6694,2550,2699,3900,3914,
461,14,view3,22,view2,0,easy_negative,0.7698,0.6362,2100,2249,3300,3449,
462,0,view1,21,view2,0,easy_negative,0.0,0.7228,0,149,3150,3299,
463,5,view2,24,view3,0,easy_negative,0.761,0.733,750,899,3600,3749,
464,8,view2,13,view3,0,easy_negative,0.751,0.7862,1200,1349,1950,2099,
465,1,view2,25,view1,0,easy_negative,0.7998,0.8287,150,299,3750,3899,
466,4,view2,11,view2,0,easy_negative,0.6696,0.7331,600,749,1650,1799,
467,18,view1,25,view2,0,easy_negative,0.7305,0.7472,2700,2849,3750,3899,
468,0,view2,8,view3,0,easy_negative,0.2656,0.7659,0,149,1200,1349,
469,1,view3,12,view3,0,easy_negative,0.7626,0.8428,150,299,1800,1949,
470,10,view1,20,view3,0,easy_negative,0.8244,0.6432,1500,1649,3000,3149,
471,4,view3,26,view1,0,easy_negative,0.6926,0.6032,600,749,3900,3911,
472,16,view1,26,view3,0,easy_negative,0.7873,0.5559,2400,2549,3900,3913,
473,7,view3,11,view1,0,easy_negative,0.6215,0.7575,1050,1199,1650,1799,
474,18,view2,21,view3,0,easy_negative,0.7693,0.6118,2700,2849,3150,3299,
475,0,view3,5,view1,0,easy_negative,0.0,0.7778,0,149,750,899,
476,8,view3,17,view2,0,easy_negative,0.7659,0.697,1200,1349,2550,2699,
477,5,view3,21,view2,0,easy_negative,0.7178,0.7228,750,899,3150,3299,
478,13,view2,17,view2,0,easy_negative,0.6878,0.697,1950,2099,2550,2699,
479,2,view2,22,view2,0,easy_negative,0.7583,0.6362,300,449,3300,3449,
480,3,view1,19,view3,0,easy_negative,0.8484,0.8159,450,599,2850,2999,
481,14,view2,25,view1,0,easy_negative,0.7942,0.8287,2100,2249,3750,3899,
482,10,view1,21,view1,0,easy_negative,0.8244,0.8314,1500,1649,3150,3299,
483,3,view2,15,view3,0,easy_negative,0.8068,0.6402,450,599,2250,2399,
484,13,view3,22,view3,0,easy_negative,0.7862,0.8185,1950,2099,3300,3449,
485,8,view2,15,view3,0,easy_negative,0.751,0.6402,1200,1349,2250,2399,
486,10,view2,24,view2,0,easy_negative,0.6955,0.7346,1500,1649,3600,3749,
487,18,view1,21,view1,0,easy_negative,0.7305,0.8314,2700,2849,3150,3299,
488,10,view2,25,view1,0,easy_negative,0.6955,0.8287,1500,1649,3750,3899,
489,3,view2,20,view1,0,easy_negative,0.8068,0.8247,450,599,3000,3149,
490,13,view2,25,view1,0,easy_negative,0.6878,0.8287,1950,2099,3750,3899,
491,14,view1,22,view3,0,easy_negative,0.8209,0.8185,2100,2249,3300,3449,
492,8,view3,11,view1,0,easy_negative,0.7659,0.7575,1200,1349,1650,1799,
493,6,view2,25,view3,0,easy_negative,0.7621,0.7864,900,1049,3750,3899,
494,17,view3,20,view3,0,easy_negative,0.8743,0.6432,2550,2699,3000,3149,
495,6,view2,14,view1,0,easy_negative,0.7621,0.8209,900,1049,2100,2249,
496,4,view1,20,view2,0,easy_negative,0.7918,0.741,600,749,3000,3149,
497,6,view3,21,view2,0,easy_negative,0.8006,0.7228,900,1049,3150,3299,
498,15,view1,25,view2,0,easy_negative,0.7975,0.7472,2250,2399,3750,3899,
499,21,view3,23,view3,0,easy_negative,0.6118,0.7661,3150,3299,3450,3599,
500,8,view3,18,view1,0,easy_negative,0.7659,0.7305,1200,1349,2700,2849,
501,13,view3,18,view1,0,easy_negative,0.7862,0.7305,1950,2099,2700,2849,
502,10,view3,19,view2,0,easy_negative,0.8489,0.7489,1500,1649,2850,2999,
503,2,view3,24,view3,0,easy_negative,0.8268,0.733,300,449,3600,3749,
504,17,view1,26,view3,0,easy_negative,0.8204,0.5559,2550,2699,3900,3913,
505,0,view2,13,view1,0,easy_negative,0.2656,0.8576,0,149,1950,2099,
506,14,view2,21,view1,0,easy_negative,0.7942,0.8314,2100,2249,3150,3299,
507,14,view3,23,view1,0,easy_negative,0.7698,0.8504,2100,2249,3450,3599,
508,12,view3,22,view3,0,easy_negative,0.8428,0.8185,1800,1949,3300,3449,
509,17,view3,22,view2,0,easy_negative,0.8743,0.6362,2550,2699,3300,3449,
510,2,view2,25,view1,0,easy_negative,0.7583,0.8287,300,449,3750,3899,
511,9,view3,13,view1,0,easy_negative,0.7976,0.8576,1350,1499,1950,2099,
512,6,view2,18,view1,0,easy_negative,0.7621,0.7305,900,1049,2700,2849,
513,2,view2,20,view2,0,easy_negative,0.7583,0.741,300,449,3000,3149,
514,7,view3,20,view3,0,easy_negative,0.6215,0.6432,1050,1199,3000,3149,
515,8,view1,20,view2,0,easy_negative,0.8191,0.741,1200,1349,3000,3149,
516,12,view3,19,view1,0,easy_negative,0.8428,0.7512,1800,1949,2850,2999,
517,2,view1,26,view3,0,easy_negative,0.8409,0.5559,300,449,3900,3913,
518,12,view3,24,view2,0,easy_negative,0.8428,0.7346,1800,1949,3600,3749,
519,5,view2,12,view1,0,easy_negative,0.761,0.7458,750,899,1800,1949,
520,5,view2,23,view1,0,easy_negative,0.761,0.8504,750,899,3450,3599,
521,0,view1,9,view1,0,easy_negative,0.0,0.8182,0,149,1350,1499,
522,8,view3,18,view2,0,easy_negative,0.7659,0.7693,1200,1349,2700,2849,
523,13,view1,25,view2,0,easy_negative,0.8576,0.7472,1950,2099,3750,3899,
524,2,view2,26,view3,0,easy_negative,0.7583,0.5559,300,449,3900,3913,
525,12,view1,20,view1,0,easy_negative,0.7458,0.8247,1800,1949,3000,3149,
526,1,view3,10,view1,0,easy_negative,0.7626,0.8244,150,299,1500,1649,
527,1,view1,12,view3,0,easy_negative,0.2982,0.8428,150,299,1800,1949,
528,9,view1,13,view1,0,easy_negative,0.8182,0.8576,1350,1499,1950,2099,
529,10,view3,16,view3,0,easy_negative,0.8489,0.8117,1500,1649,2400,2549,
530,18,view3,20,view3,0,easy_negative,0.8677,0.6432,2700,2849,3000,3149,
531,9,view3,19,view1,0,easy_negative,0.7976,0.7512,1350,1499,2850,2999,
532,15,view2,20,view3,0,easy_negative,0.6743,0.6432,2250,2399,3000,3149,
533,1,view2,15,view3,0,easy_negative,0.7998,0.6402,150,299,2250,2399,
534,13,view2,17,view1,0,easy_negative,0.6878,0.8204,1950,2099,2550,2699,
535,0,view1,11,view2,0,easy_negative,0.0,0.7331,0,149,1650,1799,
536,9,view3,26,view3,0,easy_negative,0.7976,0.5559,1350,1499,3900,3913,
537,9,view1,20,view2,0,easy_negative,0.8182,0.741,1350,1499,3000,3149,
538,13,view1,21,view1,0,easy_negative,0.8576,0.8314,1950,2099,3150,3299,
539,1,view2,17,view2,0,easy_negative,0.7998,0.697,150,299,2550,2699,
540,14,view1,26,view2,0,easy_negative,0.8209,0.6694,2100,2249,3900,3914,
541,10,view1,22,view1,0,easy_negative,0.8244,0.6927,1500,1649,3300,3449,
542,2,view2,23,view2,0,easy_negative,0.7583,0.7618,300,449,3450,3599,
543,2,view1,6,view3,0,easy_negative,0.8409,0.8006,300,449,900,1049,
544,3,view1,9,view1,0,easy_negative,0.8484,0.8182,450,599,1350,1499,
545,1,view1,18,view3,0,easy_negative,0.2982,0.8677,150,299,2700,2849,
546,14,view3,25,view1,0,easy_negative,0.7698,0.8287,2100,2249,3750,3899,
547,6,view3,13,view2,0,easy_negative,0.8006,0.6878,900,1049,1950,2099,
548,0,view1,24,view2,0,easy_negative,0.0,0.7346,0,149,3600,3749,
549,17,view3,25,view2,0,easy_negative,0.8743,0.7472,2550,2699,3750,3899,
550,3,view1,26,view2,0,easy_negative,0.8484,0.6694,450,599,3900,3914,
551,11,view1,22,view1,0,easy_negative,0.7575,0.6927,1650,1799,3300,3449,
552,7,view1,14,view1,0,easy_negative,0.7881,0.8209,1050,1199,2100,2249,
553,7,view3,23,view3,0,easy_negative,0.6215,0.7661,1050,1199,3450,3599,
554,6,view1,12,view2,0,easy_negative,0.7691,0.5936,900,1049,1800,1949,
555,1,view3,9,view2,0,easy_negative,0.7626,0.7153,150,299,1350,1499,
556,10,view2,21,view3,0,easy_negative,0.6955,0.6118,1500,1649,3150,3299,
557,9,view1,19,view2,0,easy_negative,0.8182,0.7489,1350,1499,2850,2999,
558,10,view3,25,view3,0,easy_negative,0.8489,0.7864,1500,1649,3750,3899,
559,11,view1,20,view3,0,easy_negative,0.7575,0.6432,1650,1799,3000,3149,
560,3,view3,11,view3,0,easy_negative,0.6365,0.8062,450,599,1650,1799,
561,5,view1,11,view3,0,easy_negative,0.7778,0.8062,750,899,1650,1799,
562,12,view3,19,view2,0,easy_negative,0.8428,0.7489,1800,1949,2850,2999,
563,13,view3,22,view1,0,easy_negative,0.7862,0.6927,1950,2099,3300,3449,
564,2,view3,17,view3,0,easy_negative,0.8268,0.8743,300,449,2550,2699,
565,14,view3,22,view3,0,easy_negative,0.7698,0.8185,2100,2249,3300,3449,
566,1,view1,20,view3,0,easy_negative,0.2982,0.6432,150,299,3000,3149,
567,5,view1,26,view3,0,easy_negative,0.7778,0.5559,750,899,3900,3913,
568,0,view2,9,view1,0,easy_negative,0.2656,0.8182,0,149,1350,1499,
569,3,view3,18,view1,0,easy_negative,0.6365,0.7305,450,599,2700,2849,
570,11,view2,16,view1,0,easy_negative,0.7331,0.7873,1650,1799,2400,2549,
571,9,view1,26,view2,0,easy_negative,0.8182,0.6694,1350,1499,3900,3914,
572,3,view3,11,view1,0,easy_negative,0.6365,0.7575,450,599,1650,1799,
573,12,view1,18,view2,0,easy_negative,0.7458,0.7693,1800,1949,2700,2849,
574,20,view3,25,view2,0,easy_negative,0.6432,0.7472,3000,3149,3750,3899,
575,1,view1,8,view3,0,easy_negative,0.2982,0.7659,150,299,1200,1349,
576,14,view1,22,view2,0,easy_negative,0.8209,0.6362,2100,2249,3300,3449,
577,16,view3,25,view1,0,easy_negative,0.8117,0.8287,2400,2549,3750,3899,
578,3,view3,10,view1,0,easy_negative,0.6365,0.8244,450,599,1500,1649,
579,18,view1,26,view3,0,easy_negative,0.7305,0.5559,2700,2849,3900,3913,
580,7,view2,22,view1,0,easy_negative,0.7322,0.6927,1050,1199,3300,3449,
581,10,view1,16,view2,0,easy_negative,0.8244,0.7606,1500,1649,2400,2549,
582,6,view2,21,view1,0,easy_negative,0.7621,0.8314,900,1049,3150,3299,
583,4,view2,26,view3,0,easy_negative,0.6696,0.5559,600,749,3900,3913,
584,7,view2,16,view1,0,easy_negative,0.7322,0.7873,1050,1199,2400,2549,
585,8,view2,14,view2,0,easy_negative,0.751,0.7942,1200,1349,2100,2249,
586,3,view2,6,view3,0,easy_negative,0.8068,0.8006,450,599,900,1049,
587,11,view2,17,view3,0,easy_negative,0.7331,0.8743,1650,1799,2550,2699,
588,9,view3,24,view1,0,easy_negative,0.7976,0.7548,1350,1499,3600,3749,
589,3,view3,6,view3,0,easy_negative,0.6365,0.8006,450,599,900,1049,
590,10,view2,17,view1,0,easy_negative,0.6955,0.8204,1500,1649,2550,2699,
591,4,view2,17,view2,0,easy_negative,0.6696,0.697,600,749,2550,2699,
592,6,view1,17,view2,0,easy_negative,0.7691,0.697,900,1049,2550,2699,
593,5,view3,22,view3,0,easy_negative,0.7178,0.8185,750,899,3300,3449,
594,12,view2,22,view3,0,easy_negative,0.5936,0.8185,1800,1949,3300,3449,
595,21,view3,24,view1,0,easy_negative,0.6118,0.7548,3150,3299,3600,3749,
596,0,view2,25,view3,0,easy_negative,0.2656,0.7864,0,149,3750,3899,
597,17,view1,20,view3,0,easy_negative,0.8204,0.6432,2550,2699,3000,3149,
598,0,view1,20,view3,0,easy_negative,0.0,0.6432,0,149,3000,3149,
599,0,view2,5,view3,0,easy_negative,0.2656,0.7178,0,149,750,899,
600,0,view3,20,view2,0,easy_negative,0.0,0.741,0,149,3000,3149,
601,4,view1,22,view2,0,easy_negative,0.7918,0.6362,600,749,3300,3449,
602,2,view2,18,view2,0,easy_negative,0.7583,0.7693,300,449,2700,2849,
603,15,view2,26,view3,0,easy_negative,0.6743,0.5559,2250,2399,3900,3913,
604,9,view3,26,view1,0,easy_negative,0.7976,0.6032,1350,1499,3900,3911,
605,11,view1,23,view3,0,easy_negative,0.7575,0.7661,1650,1799,3450,3599,
606,4,view2,18,view3,0,easy_negative,0.6696,0.8677,600,749,2700,2849,
607,14,view3,21,view2,0,easy_negative,0.7698,0.7228,2100,2249,3150,3299,
608,11,view3,15,view3,0,easy_negative,0.8062,0.6402,1650,1799,2250,2399,
609,0,view1,20,view2,0,easy_negative,0.0,0.741,0,149,3000,3149,
610,6,view3,18,view2,0,easy_negative,0.8006,0.7693,900,1049,2700,2849,
611,4,view1,25,view1,0,easy_negative,0.7918,0.8287,600,749,3750,3899,
