pair_id,shot_A_id,shot_A_view,shot_B_id,shot_B_view,label,pair_type,shot_A_vq,shot_B_vq,shot_A_start,shot_A_end,shot_B_start,shot_B_end,shared_ids
314,1,view2,10,view1,0,easy_negative,0.8068,0.8204,250,499,2500,2749,
315,8,view2,12,view1,0,easy_negative,0.7942,0.8247,2000,2249,3000,3249,
316,2,view3,7,view3,0,easy_negative,0.6926,0.8428,500,749,1750,1999,
317,5,view3,11,view2,0,easy_negative,0.7976,0.7489,1250,1499,2750,2999,
318,3,view1,13,view3,0,easy_negative,0.7778,0.8185,750,999,3250,3499,
319,2,view3,6,view2,0,easy_negative,0.6926,0.7331,500,749,1500,1749,
320,3,view2,13,view2,0,easy_negative,0.7621,0.7342,750,999,3250,3499,
321,8,view2,13,view1,0,easy_negative,0.7942,0.8314,2000,2249,3250,3499,
322,6,view3,13,view2,0,easy_negative,0.8489,0.7342,1500,1749,3250,3499,
323,1,view3,13,view2,0,easy_negative,0.8268,0.7342,250,499,3250,3499,
324,4,view1,11,view1,0,easy_negative,0.7881,0.7512,1000,1249,2750,2999,
325,4,view3,12,view3,0,easy_negative,0.7395,0.6432,1000,1249,3000,3249,
